TIPO LINEA;TIPO;LETRA;NUMERO FORMATEADO;FECHA;CAEA NRO;CAEA VTO;COD CLIENTE;CUIT;RAZON SOCIAL;RESUMEN;TIPO PEDIDO;CODIGO BARRA;DESCRIPCION;PCIO VTA PUB;BASE EXCENTA+GRAVADO;IVA;OTROS IMPUESTOS;IMPORTE TOTAL;UNIDADES;LINEAS;CLASIF PRODUCTO;LABORATORIO;CONDICION IVA;PORC IVA;PCIO UNITARIO
Cabecera;FC;A;1114-08075137;11/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;6;OFERTA TRANSFER ;;;;1259046.83;0;9442.85;1268489.68;40;8;;;;;
Detalle;FC;A;1114-08075137;;;;;;;;;7796285274900;NEUTOP 25MG COM.RE X56;161112.68;103334.31;0;775.01;104109.32;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;25833.5775
Detalle;FC;A;1114-08075137;;;;;;;;;7796285050696;LAMIRAX 50MG COM.DIS X30;288339.1;184934.68;0;1387.01;186321.69;10;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;18493.468
Detalle;FC;A;1114-08075137;;;;;;;;;7796285051297;NEUTOP 25MG COM.RE X28;65345.13;41911.02;0;314.33;42225.35;3;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13970.34
Detalle;FC;A;1114-08075137;;;;;;;;;7796285274917;NEUTOP 50MG COM.RE X56;389103.05;249562.62;0;1871.72;251434.34;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;49912.524
Detalle;FC;A;1114-08075137;;;;;;;;;7796285050436;NEUTOP 100MG COM.RE X56;471286.56;302273.44;0;2267.05;304540.49;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;75568.36
Detalle;FC;A;1114-08075137;;;;;;;;;7796285276119;BENADRYL DM COMPUESTO JARABE X240ML;136154.35;87326.53;0;654.95;87981.48;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;17465.306
Detalle;FC;A;1114-08075137;;;;;;;;;7796285051310;NEUTOP 100MG COM.RE X28;256776.64;164691.21;0;1235.18;165926.39;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;41172.8025
Detalle;FC;A;1114-08075137;;;;;;;;;7796285051303;NEUTOP 50MG COM.RE X28;194912.8;125013.02;0;937.6;125950.62;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;25002.604
Cabecera;FC;A;1114-08075143;11/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;6;OFERTA TRANSFER ;;;;2973769.78;0;22303.28;2996073.06;28;4;;;;;
Detalle;FC;A;1114-08075143;;;;;;;;;7796285285418;REMIVOX 20MG COM.RE X28;746502.88;478791.45;0;3590.94;482382.39;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;59848.93125
Detalle;FC;A;1114-08075143;;;;;;;;;7796285285395;REMIVOX 15MG COM.RE X28;534945.42;343102.93;0;2573.27;345676.2;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;57183.82167
Detalle;FC;A;1114-08075143;;;;;;;;;7796285297022;DUTIDE 7MG COMPR. X30;2937925.9;1884324.89;0;14132.44;1898457.33;10;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;188432.489
Detalle;FC;A;1114-08075143;;;;;;;;;7796285285616;PRAXANT 5MG COM.RE X60;417149.16;267550.51;0;2006.63;269557.14;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;66887.6275
Cabecera;FC;A;1114-08075532;12/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;6;OFERTA TRANSFER ;;;;5265213.34;0;39489.1;5304702.44;293;13;;;;;
Detalle;FC;A;1114-08075532;;;;;;;;;7796285052331;FEMOREL COM.RE X1;336212.6;215639.75;0;1617.3;217257.05;10;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;21563.975
Detalle;FC;A;1114-08075532;;;;;;;;;7796285051426;DIVINA COM.RE X28;481999.2;312468.6;0;2343.51;314812.11;20;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;15623.43
Detalle;FC;A;1114-08075532;;;;;;;;;7796285052072;GINELEA MD COM.RE X28;201863.88;129471.29;0;971.03;130442.32;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;10789.27417
Detalle;FC;A;1114-08075532;;;;;;;;;7796285048419;GINELEA GRAGE. X21;103843.85;66603.3;0;499.52;67102.82;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13320.66
Detalle;FC;A;1114-08075532;;;;;;;;;7796285051426;DIVINA COM.RE X28;2891995.2;1874811.58;0;14061.09;1888872.67;120;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;15623.42983
Detalle;FC;A;1114-08075532;;;;;;;;;7796285049775;FEMEXIN COMPR. X21;122772.42;78743.62;0;590.58;79334.2;18;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;4374.64556
Detalle;FC;A;1114-08075532;;;;;;;;;7791848205087;HOLOMAGNESIO B6 COMPR. X50;601599.12;385853.21;0;2893.9;388747.11;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;48231.65125
Detalle;FC;A;1114-08075532;;;;;;;;;7791848271907;CONTROL K CAPSU. X30;506762.04;325026.63;0;2437.7;327464.33;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;27085.5525
Detalle;FC;A;1114-08075532;;;;;;;;;7791848205018;HOLOMAGNESIO COM.RE X50;994231.68;637679.57;0;4782.6;642462.17;16;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;39854.97313
Detalle;FC;A;1114-08075532;;;;;;;;;7796285271237;CILOSTAL 100MG COMPR. X30;411492.6;263922.84;0;1979.42;265902.26;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;21993.57
Detalle;FC;A;1114-08075532;;;;;;;;;7796285052331;FEMOREL COM.RE X1;806910.24;517535.4;0;3881.52;521416.92;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;21563.975
Detalle;FC;A;1114-08075532;;;;;;;;;7796285048907;GINELEA MD GRAGE. X21;86066.4;55201.21;0;414.01;55615.22;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;9200.20167
Detalle;FC;A;1114-08075532;;;;;;;;;7796285049768;SECRET 28 COM.RE X28;627174;402256.34;0;3016.92;405273.26;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13408.54467
Cabecera;FC;A;1114-08075533;12/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;6;OFERTA TRANSFER ;;;;224237.73;0;1681.78;225919.51;28;2;;;;;
Detalle;FC;A;1114-08075533;;;;;;;;;7791848054944;PERVINOX CLORHEXIDINA JAB.LI X200ML;299672.64;192203.77;0;1441.53;193645.3;24;;O. T. C.;DISPROFARMA CC (ELEA);Producto Exento;0;8008.49042
Detalle;FC;A;1114-08075533;;;;;;;;;7791848054944;PERVINOX CLORHEXIDINA JAB.LI X200ML;49945.44;32033.96;0;240.25;32274.21;4;;O. T. C.;DISPROFARMA CC (ELEA);Producto Exento;0;8008.49
Cabecera;FC;A;1114-08075575;12/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;6;OFERTA TRANSFER ;;;;1186935.05;0;8902.02;1195837.07;45;2;;;;;
Detalle;FC;A;1114-08075575;;;;;;;;;7796285273675;FENSARTAN 50MG COM.RE X60;616866;395645.02;0;2967.34;398612.36;15;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;26376.33467
Detalle;FC;A;1114-08075575;;;;;;;;;7796285273675;FENSARTAN 50MG COM.RE X60;1233732;791290.03;0;5934.68;797224.71;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;26376.33433
Cabecera;FC;A;1114-08075649;12/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;6;OFERTA TRANSFER ;;;;30764505.53;0;230733.79;30995239.32;1495;123;;;;;
Detalle;FC;A;1114-08075649;;;;;;;;;7796285288921;ALVETIDE 92/22MCG CAPSU. X30 P/INHALAR + DISPO.;201963.33;129535.1;0;971.51;130506.61;3;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;43178.36667
Detalle;FC;A;1114-08075649;;;;;;;;;7796285051563;CRONOPEN 500MG COM.RE X6;142009.28;91081.82;0;683.11;91764.93;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;11385.2275
Detalle;FC;A;1114-08075649;;;;;;;;;7796285053000;LEFLUMAX 750MG COM.RE X5;239646.68;153704.49;0;1152.78;154857.27;14;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;10978.89214
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278885;LIPEX 10MG COM.RE X30;508940.64;326424.2;0;2448.18;328872.38;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13601.00833
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271787;ZARATOR 10MG COMPR. X30;856147.76;549115.71;0;4118.37;553234.08;26;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;21119.835
Detalle;FC;A;1114-08075649;;;;;;;;;7796285283469;NEUMOTEROL 160/4.5MCG AEROS. X120 DOSIS;1138778.52;730388.97;0;5477.92;735866.89;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;60865.7475
Detalle;FC;A;1114-08075649;;;;;;;;;7796285285432;RISTONEL 100 COM.RE X30;389512.75;249825.43;0;1873.69;251699.12;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;49965.086
Detalle;FC;A;1114-08075649;;;;;;;;;7796285286712;DELTISONA B 8MG COMPR. X20;554289.3;355509.61;0;2666.32;358175.93;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;11850.32033
Detalle;FC;A;1114-08075649;;;;;;;;;7796285286712;DELTISONA B 8MG COMPR. X20;36952.62;23700.64;0;177.75;23878.39;2;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;11850.32
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050689;LAMIRAX 25MG COM.DIS X30;112624.38;72234.94;0;541.76;72776.7;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;12039.15667
Detalle;FC;A;1114-08075649;;;;;;;;;7796285279721;OLDINOT DUO 28/10MG COMPR. X30;303266.48;194508.83;0;1458.82;195967.65;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;48627.2075
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278939;LIPEX 5MG COM.RE X30;54399.92;34890.96;0;261.68;35152.64;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;8722.74
Detalle;FC;A;1114-08075649;;;;;;;;;7795326000874;TRASTOCIR 100MG COMPR. X30;1217382.6;780803.87;0;5856.03;786659.9;35;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;22308.682
Detalle;FC;A;1114-08075649;;;;;;;;;7796285285517;ESLIPEL 50MG COM.RE X28;322824.64;207053.04;0;1552.9;208605.94;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;51763.26
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271046;EUTHYROX 112MCG COMPR. X50;378059.2;242479.27;0;1818.59;244297.86;10;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;24247.927
Detalle;FC;A;1114-08075649;;;;;;;;;7796285051563;CRONOPEN 500MG COM.RE X6;426027.84;273245.46;0;2049.34;275294.8;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;11385.2275
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050481;LANX 25MG. COMPR. X30;520619.76;333914.79;0;2504.36;336419.15;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13913.11625
Detalle;FC;A;1114-08075649;;;;;;;;;7796285223366;MYLANTA II LIQUI. X360ML;76325.76;48953.77;0;367.15;49320.92;2;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;24476.885
Detalle;FC;A;1114-08075649;;;;;;;;;7796285283247;SLINDA 4MG COM.RE X28;2353403.76;1509424.95;0;11320.69;1520745.64;86;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;17551.45291
Detalle;FC;A;1114-08075649;;;;;;;;;7796285055400;FENSARTAN UNIMAX 50MG COMPR. X30;128401.2;82353.82;0;617.65;82971.47;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;16470.764
Detalle;FC;A;1114-08075649;;;;;;;;;7791848265029;DACTEN 8MG COMPR. X30;737935.1;473296.4;0;3549.72;476846.12;14;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;33806.88571
Detalle;FC;A;1114-08075649;;;;;;;;;7791848278784;COROSAN 160MG COMPR. X30;819836.88;525826.39;0;3943.7;529770.09;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;21909.43292
Detalle;FC;A;1114-08075649;;;;;;;;;7796285054168;DARISEC 15MG COM.RE X30;412967.52;264868.87;0;1986.52;266855.39;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;44144.81167
Detalle;FC;A;1114-08075649;;;;;;;;;7796285283438;LIPEX PLUS 20/10MG COMPR. X30;680543.36;436486.52;0;3273.65;439760.17;14;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;31177.60857
Detalle;FC;A;1114-08075649;;;;;;;;;7796285053307;FLORENCE COM.RE X21;293138.28;188012.85;0;1410.1;189422.95;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;31335.475
Detalle;FC;A;1114-08075649;;;;;;;;;7796285049256;CRONOPEN 500MG COM.RE X5;363116.16;232895.14;0;1746.71;234641.85;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;9703.96417
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050702;LAMIRAX 100MG COM.DIS X30;992519.44;636581.6;0;4774.36;641355.96;22;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;28935.52727
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278984;VERATEN 25MG COMPR. X30;98896.4;63430.14;0;475.73;63905.87;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;12686.028
Detalle;FC;A;1114-08075649;;;;;;;;;7796285223366;MYLANTA II LIQUI. X360ML;152651.52;97907.54;0;734.31;98641.85;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;24476.885
Detalle;FC;A;1114-08075649;;;;;;;;;7796285052720;DIVA COM.RE X28;850712.7;551496.4;0;4136.22;555632.62;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;18383.21333
Detalle;FC;A;1114-08075649;;;;;;;;;7796285270971;EUTHYROX 150MCG COMPR. X50;171145.96;109769.5;0;823.27;110592.77;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;27442.375
Detalle;FC;A;1114-08075649;;;;;;;;;7796285280956;BERTEL D 40MG COMPR. X28;279757.08;179430.41;0;1345.73;180776.14;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;44857.6025
Detalle;FC;A;1114-08075649;;;;;;;;;7796285255473;MIRANDA COM.RE X28;345251.27;221437.05;0;1660.78;223097.83;13;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;17033.61923
Detalle;FC;A;1114-08075649;;;;;;;;;7796285286736;DELTISONA B GOTAS X20ML;47148.24;30239.92;0;226.8;30466.72;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;5039.98667
Detalle;FC;A;1114-08075649;;;;;;;;;7796285283339;TESTRI CB CAP.BL X1;89394.48;57335.84;0;430.02;57765.86;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7166.98
Detalle;FC;A;1114-08075649;;;;;;;;;7791848278777;COROSAN 80MG COMPR. X30;785522.1;503817.64;0;3778.63;507596.27;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;16793.92133
Detalle;FC;A;1114-08075649;;;;;;;;;7796285053017;DIVA TOTAL COM.RE X28;205782.08;133403.51;0;1000.53;134404.04;7;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;19057.64429
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278915;LIPEX 20MG COM.RE X30;115938.6;74360.61;0;557.7;74918.31;3;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;24786.87
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050443;EGESTAN FOLICO 1MG COMPR. X30;61173;39235.12;0;294.26;39529.38;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7847.024
Detalle;FC;A;1114-08075649;;;;;;;;;7796285280932;BERTEL 40MG COMPR. X28;773217.84;495925.96;0;3719.44;499645.4;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;41327.16333
Detalle;FC;A;1114-08075649;;;;;;;;;7791848265067;DACTEN D COMPR. X30;600493.28;385144.02;0;2888.58;388032.6;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;48143.0025
Detalle;FC;A;1114-08075649;;;;;;;;;7791848359018;ROLAST 5MG COM.MA. X30;61898.28;39700.27;0;297.75;39998.02;2;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;19850.135
Detalle;FC;A;1114-08075649;;;;;;;;;7796285270964;EUTHYROX 125MCG COMPR. X50;314324.32;201601.08;0;1512.01;203113.09;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;25200.135
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050870;FEMEXIN 28 COMPR. X28;219133.2;140547.37;0;1054.11;141601.48;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;4684.91233
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271251;CILOSTAL 50MG COMPR. X30;78598.36;50411.36;0;378.09;50789.45;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;12602.84
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271053;EUTHYROX 137MCG COMPR. X50;382906.35;245588.19;0;1841.91;247430.1;9;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;27287.57667
Detalle;FC;A;1114-08075649;;;;;;;;;7795342000056;TRASTOCIR 50MG COMPR. X60;186254.75;119459.94;0;895.95;120355.89;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;23891.988
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271022;EUTHYROX 75MCG COMPR. X50;179611.28;115198.95;0;863.99;116062.94;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;14399.86875
Detalle;FC;A;1114-08075649;;;;;;;;;7796285051716;FENSARTAN 100MG COM.RE X30;474245.64;304171.32;0;2281.28;306452.6;18;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;16898.40667
Detalle;FC;A;1114-08075649;;;;;;;;;7796285047771;LISOVYR 800 COM.RE X20;507571.89;325546.08;0;2441.6;327987.68;17;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;19149.76941
Detalle;FC;A;1114-08075649;;;;;;;;;7796285286705;DELTISONA B 4MG COMPR. X20;197360;126582.76;0;949.37;127532.13;25;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;5063.3104
Detalle;FC;A;1114-08075649;;;;;;;;;7796285052645;CARMIN COM.RE X28;102321.85;65627.12;0;492.2;66119.32;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13125.424
Detalle;FC;A;1114-08075649;;;;;;;;;7796285049256;CRONOPEN 500MG COM.RE X5;181558.08;116447.57;0;873.36;117320.93;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;9703.96417
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271244;CILOSTAL 100MG COMPR. X60;245506.88;157463.06;0;1180.97;158644.03;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;39365.765
Detalle;FC;A;1114-08075649;;;;;;;;;7796285271015;EUTHYROX 50MCG COMPR. X50;20188.06;12948.2;0;97.11;13045.31;1;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;12948.2
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278922;LIPEX 40MG COM.RE X30;245740.24;157612.72;0;1182.1;158794.82;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;39403.18
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050450;EGESTAN FOLICO 1MG COMPR. X60;81450.2;52240.48;0;391.8;52632.28;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13060.12
Detalle;FC;A;1114-08075649;;;;;;;;;7795326000867;TRASTOCIR 50MG COMPR. X30;84715.08;54334.51;0;407.51;54742.02;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13583.6275
Detalle;FC;A;1114-08075649;;;;;;;;;7791848205124;HOLOMAGNESIO COM.RE X20;507856.4;325728.59;0;2442.96;328171.55;20;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;16286.4295
Detalle;FC;A;1114-08075649;;;;;;;;;7796285280949;BERTEL 80MG COMPR. X28;511460.46;328040.11;0;2460.3;330500.41;6;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;54673.35167
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278977;VERATEN 12.5MG COMPR. X30;368569.52;236392.79;0;1772.95;238165.74;22;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;10745.12682
Detalle;FC;A;1114-08075649;;;;;;;;;7796285273132;DIVINA COM.RE X84;461496.88;299177.33;0;2243.83;301421.16;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;37397.16625
Detalle;FC;A;1114-08075649;;;;;;;;;5000456063647;DACTILUS 10MG COM.RE X28;817710.88;524462.79;0;3933.47;528396.26;14;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;37461.62786
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278915;LIPEX 20MG COM.RE X30;579693;371803.07;0;2788.52;374591.59;15;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;24786.87133
Detalle;FC;A;1114-08075649;;;;;;;;;7796285283247;SLINDA 4MG COM.RE X28;383112.24;245720.34;0;1842.9;247563.24;14;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;17551.45286
Detalle;FC;A;1114-08075649;;;;;;;;;7791848282026;NEFAZAN COMPR. X30;1328305.68;851947.7;0;6389.61;858337.31;24;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;35497.82083
Detalle;FC;A;1114-08075649;;;;;;;;;7796285291327;KANBIS CBD 100MG/ML GOTAS X10ML;62286.69;39949.4;0;299.62;40249.02;3;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13316.46667
Detalle;FC;A;1114-08075649;;;;;;;;;7796285278953;VERATEN 3.125MG COMPR. X30;35012.3;22456.15;0;168.42;22624.57;5;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;4491.23
Detalle;FC;A;1114-08075649;;;;;;;;;7796285052812;ARAMIX 20MG COM.RE X30;1220253.8;782645.41;0;5869.84;788515.25;20;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;39132.2705
Detalle;FC;A;1114-08075649;;;;;;;;;7796285050474;EGESTAN FOLICO 5MG COMPR. X60;107196.8;68753.82;0;515.65;69269.47;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;17188.455
