TIPO LINEA;TIPO;LETRA;NUMERO FORMATEADO;FECHA;CAEA NRO;CAEA VTO;COD CLIENTE;CUIT;RAZON SOCIAL;RESUMEN;TIPO PEDIDO;CODIGO BARRA;DESCRIPCION;PCIO VTA PUB;BASE EXCENTA+GRAVADO;IVA;OTROS IMPUESTOS;IMPORTE TOTAL;UNIDADES;LINEAS;CLASIF PRODUCTO;LABORATORIO;CONDICION IVA;PORC IVA;PCIO UNITARIO
Detalle;FC;A;1114-08061588;;;;;;;;;7795368002270;GLAUCOPROST SOL.OFT. X3ML;141900;68502.87;0;513.77;69016.64;5;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;13700.574
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190352;ALOSOL SOL.OFT. X10ML;131250;63362.04;0;475.22;63837.26;15;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;4224.136
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190192;LOTEVIS T SUSP.OFT. X5ML;62850;30341.99;0;227.56;30569.55;5;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;6068.398
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190109;COOL GEL OFT. X10G;48720;23519.66;0;176.4;23696.06;3;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;7839.88667
Detalle;FC;A;1114-08061588;;;;;;;;;7798195031222;UNIFRESH LIMPIA CRISTALES X35ML;37000;14759.43;3099.48;553.48;18412.39;10;;O. T. C.;ROFINA SACIF (MAX VISION);Producto Gravado;21;1475.943
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190185;FENAC SOL.OFT. X5ML;38860;18760.45;0;140.7;18901.15;2;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;9380.225
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190260;ANTILERG GOTAS.OFTAL. X10ML;44340;21405.51;0;160.54;21566.05;3;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;7135.17
Detalle;FC;A;1114-08061588;;;;;;;;;7795368001532;BRIXIA COLIR. X6ML;99280;47928.3;0;359.46;48287.76;4;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;11982.075
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190178;GLAUTEOLOL 2% GOTAS.OFTAL. X5ML;59580;28762.78;0;215.72;28978.5;3;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;9587.59333
Detalle;FC;A;1114-08061588;;;;;;;;;7798137190239;LOTEVIS SUSP.OFT. X5ML;52720;25450.91;0;190.88;25641.79;4;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;6362.7275
Detalle;FC;A;1114-08061588;;;;;;;;;7795368055085;NEAGEL GEL OF X5G;105210;50791.04;0;380.93;51171.97;3;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;16930.34667
Cabecera;FC;A;1114-08061590;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;8433056.86;0;63247.92;8496304.78;310;11;;;;;
Detalle;FC;A;1114-08061590;;;;;;;;;7791171102084;REGULANE COMPR. X30;126920.88;81404.39;0;610.53;82014.92;12;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;6783.69917
Detalle;FC;A;1114-08061590;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;5413663.2;3472211.92;0;26041.59;3498253.51;120;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;28935.09933
Detalle;FC;A;1114-08061590;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;1353415.8;868052.98;0;6510.4;874563.38;30;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;28935.09933
Detalle;FC;A;1114-08061590;;;;;;;;;7791171101476;REGULANE COMPR. X20;409429.8;262599.54;0;1969.5;264569.04;45;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;5835.54533
Detalle;FC;A;1114-08061590;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;2013432;1291373.6;0;9685.3;1301058.9;32;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;40355.425
Detalle;FC;A;1114-08061590;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;251679;161421.7;0;1210.66;162632.36;4;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;40355.425
Detalle;FC;A;1114-08061590;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;1195475.25;766753.07;0;5750.65;772503.72;19;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;40355.42474
Detalle;FC;A;1114-08061590;;;;;;;;;7791171001011;TANSILOPROST RETARD COM.RE X30;1208760;775273.76;0;5814.55;781088.31;30;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;25842.45867
Detalle;FC;A;1114-08061590;;;;;;;;;7791171102183;TANSILOPROST SEC 6MG/0.4MG COM.RE X30;287863.8;184629.87;0;1384.72;186014.59;6;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;30771.645
Detalle;FC;A;1114-08061590;;;;;;;;;7791171001141;TADAL 5MG COM.RE X28;303419.56;194607.04;0;1459.55;196066.59;4;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;48651.76
Detalle;FC;A;1114-08061590;;;;;;;;;7791171000199;TANSILOPROST 0.4MG CAPSU. X60;584254.88;374728.99;0;2810.47;377539.46;8;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;46841.12375
Cabecera;FC;A;1114-08061591;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;9236572.95;34978.35;74271.19;9345822.49;657;13;;;;;
Detalle;FC;A;1114-08061591;;;;;;;;;7793742002502;HIPOGLOS VL POMADA X30G;531216;274767.15;0;2060.75;276827.9;70;;O. T. C.;ROFINA SACIF (ANDROMACO);Producto Exento;0;3925.245
Detalle;FC;A;1114-08061591;;;;;;;;;7793742001789;MEBUTAR COMPUESTO SUS.EX X30ML;86666.1;55585.84;0;416.89;56002.73;6;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;9264.30667
Detalle;FC;A;1114-08061591;;;;;;;;;7793742003134;SALAC CREMA X20G;447896.25;278004.64;0;2085.03;280089.67;27;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;10296.46815
Detalle;FC;A;1114-08061591;;;;;;;;;7793742006203;ACNOXIN LOCION X140ML;128273.7;82272.08;0;617.04;82889.12;5;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;16454.416
Detalle;FC;A;1114-08061591;;;;;;;;;7793742003134;SALAC CREMA X20G;381541.25;236818.76;0;1776.14;238594.9;23;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;10296.46783
Detalle;FC;A;1114-08061591;;;;;;;;;7793742002502;HIPOGLOS VL POMADA X30G;447739.2;231589.45;0;1736.92;233326.37;59;;O. T. C.;ROFINA SACIF (ANDROMACO);Producto Exento;0;3925.24492
Detalle;FC;A;1114-08061591;;;;;;;;;7793742006203;ACNOXIN LOCION X140ML;1026189.6;658176.62;0;4936.32;663112.94;40;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;16454.4155
Detalle;FC;A;1114-08061591;;;;;;;;;7793742004018;CREMA BUSHI X50G CALENDULA;91249.2;46267.66;9716.21;1735.04;57718.91;10;;O. T. C.;ROFINA SACIF (ANDROMACO);Producto Gravado;21;4626.766
Detalle;FC;A;1114-08061591;;;;;;;;;7793742008184;DERMAGLOS EMULS. X500ML;142944.08;83794.8;0;628.46;84423.26;4;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;20948.7
Detalle;FC;A;1114-08061591;;;;;;;;;7793742008184;DERMAGLOS EMULS. X500ML;9863141.52;5781841.34;0;43363.81;5825205.15;276;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;20948.70051
Detalle;FC;A;1114-08061591;;;;;;;;;7793742003097;SALAC CREMA X30G;2102063.4;1304728.56;0;9785.46;1314514.02;90;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;14496.984
Detalle;FC;A;1114-08061591;;;;;;;;;7793742002502;HIPOGLOS VL POMADA X30G;159364.8;82430.14;0;618.23;83048.37;21;;O. T. C.;ROFINA SACIF (ANDROMACO);Producto Exento;0;3925.24476
Detalle;FC;A;1114-08061591;;;;;;;;;7793742004018;CREMA BUSHI X50G CALENDULA;237247.92;120295.91;25262.14;4511.1;150069.15;26;;O. T. C.;ROFINA SACIF (ANDROMACO);Producto Gravado;21;4626.76577
Cabecera;FC;A;1114-08061593;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;339643.35;0;2547.33;342190.68;28;3;;;;;
Detalle;FC;A;1114-08061593;;;;;;;;;7791171002346;LIPAREX 10MG COM.RE X30;407679.6;261477.27;0;1961.08;263438.35;15;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;17431.818
Detalle;FC;A;1114-08061593;;;;;;;;;7791171000212;NATROPAS 75MG COMPR. X100;67250.35;43132.98;0;323.5;43456.48;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;8626.596
Detalle;FC;A;1114-08061593;;;;;;;;;7791171001530;LETONDAL COMPR. X10;54621.44;35033.1;0;262.75;35295.85;8;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;4379.1375
Cabecera;FC;A;1114-08061596;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;43897.24;0;329.23;44226.47;3;1;;;;;
Detalle;FC;A;1114-08061596;;;;;;;;;7798137190253;CIPOS 0.1% SOL.OFT. X5ML;90930;43897.24;0;329.23;44226.47;3;;Eticos;ROFINA SACIF (MAX VISION);Producto Exento;0;14632.41333
Cabecera;FC;A;1114-08061597;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;105170.4;0;788.78;105959.18;18;1;;;;;
Detalle;FC;A;1114-08061597;;;;;;;;;7798129417030;ACEMUK 200MG COM.EF. X10;203329.62;105170.4;0;788.78;105959.18;18;;Eticos;ROFINA SACIF (SIEGFRIED);Producto Exento;0;5842.8
Cabecera;FC;A;1114-08061599;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;2236457.22;333366.86;64397.28;2634221.36;308;10;;;;;
Detalle;FC;A;1114-08061599;;;;;;;;;7791984000072;ORALSONE TOPIC SOLUC. X20ML;915358.4;580779.07;0;4355.84;585134.91;80;;O. T. C.;ROFINA SACIF (GRAMON MILLET);Producto Exento;0;7259.73838
Detalle;FC;A;1114-08061599;;;;;;;;;7791984000485;102 AÑOS PLUS COMPR. X30;88765.26;37944.67;7968.38;1422.93;47335.98;6;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;6324.11167
Detalle;FC;A;1114-08061599;;;;;;;;;7791984001154;102 MUJER CAP.BL X30;284635.68;121673.88;25551.51;4562.77;151788.16;16;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;7604.6175
Detalle;FC;A;1114-08061599;;;;;;;;;7791984000294;MERTHIOLATE FILM AEROS. X30ML;506884.32;187788.51;39435.59;7042.07;234266.17;36;;O. T. C.;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;5216.3475
Detalle;FC;A;1114-08061599;;;;;;;;;7791984001239;CURFLEX TRIPLE ACCION COMPR. X30;420073.06;191540.9;40223.59;7182.79;238947.28;17;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;11267.11176
Detalle;FC;A;1114-08061599;;;;;;;;;7791984000485;102 AÑOS PLUS COMPR. X30;147942.1;63241.12;13280.64;2371.54;78893.3;10;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;6324.112
Detalle;FC;A;1114-08061599;;;;;;;;;7791984000287;MERTHIOLATE IODOPOVIDONA SOLUC. X60ML;131886;68216.94;0;511.63;68728.57;12;;O. T. C.;ROFINA SACIF (GRAMON MILLET);Producto Exento;0;5684.745
Detalle;FC;A;1114-08061599;;;;;;;;;7791984001154;102 MUJER CAP.BL X30;1423178.4;608369.4;127757.57;22813.85;758940.82;80;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;7604.6175
Detalle;FC;A;1114-08061599;;;;;;;;;7791984001239;CURFLEX TRIPLE ACCION COMPR. X30;271811.98;123938.23;26027.03;4647.69;154612.95;11;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;11267.11182
Detalle;FC;A;1114-08061599;;;;;;;;;7791984000485;102 AÑOS PLUS COMPR. X30;591768.4;252964.5;53122.55;9486.17;315573.22;40;;Alimentos;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;6324.1125
Cabecera;FC;A;1114-08061607;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;8118773.58;0;60890.82;8179664.4;498;39;;;;;
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001424;COX-QUIN 90MG COM.RE X30;346112.14;221989.16;0;1664.92;223654.08;11;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;20180.83273
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001394;CALMADOR CB 50MG CAP.BL X30;57388.35;36807.69;0;276.06;37083.75;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12269.23
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001271;REGULANE CB CAP.BL X10;26573.55;17043.74;0;127.83;17171.57;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;3408.748
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001424;COX-QUIN 90MG COM.RE X30;125858.96;80723.33;0;605.42;81328.75;4;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;20180.8325
Detalle;FC;A;1114-08061607;;;;;;;;;7791171102060;CALMADOR 100MG GOTAS X20ML;94675.92;60723.2;0;455.42;61178.62;4;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;15180.8
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001721;LUPAN POMADA X50G;81642.96;52364.09;0;392.73;52756.82;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;17454.69667
Detalle;FC;A;1114-08061607;;;;;;;;;7791171101278;CALMADOR PLUS COM.RE X10;55217.65;35415.42;0;265.62;35681.04;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;7083.084
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000335;CALMADOR PLUS COM.RE X30;974323;624910.52;0;4686.83;629597.35;35;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;17854.58629
Detalle;FC;A;1114-08061607;;;;;;;;;7791171102053;CALMADOR 100MG GOTAS X10ML;234800.4;150596.11;0;1129.47;151725.58;15;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;10039.74067
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000267;MESOTEROL 10MG COM.RE X30;135270.64;86759.77;0;650.7;87410.47;8;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;10844.97125
Detalle;FC;A;1114-08061607;;;;;;;;;7791171002025;LISTAFLEX COMPR. X20;42153.6;27036.44;0;202.77;27239.21;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;9012.14667
Detalle;FC;A;1114-08061607;;;;;;;;;7791171002025;LISTAFLEX COMPR. X20;14051.2;9012.15;0;67.59;9079.74;1;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;9012.15
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000595;LUDASTERIN 0.5MG COMPR. X30;1568957.3;1006296.6;0;7547.22;1013843.82;38;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;26481.48947
Detalle;FC;A;1114-08061607;;;;;;;;;7791171102329;LUDASTERIN 0.5MG COMPR. X60;239545.71;153639.66;0;1152.3;154791.96;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;51213.22
Detalle;FC;A;1114-08061607;;;;;;;;;7791171102480;COX-QUIN 90MG COM.RE X14;80321.84;51516.75;0;386.38;51903.13;4;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12879.1875
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001523;PISONO 10MG COM.RE X30;718661.58;460934.69;0;3457.01;464391.7;14;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;32923.90643
Detalle;FC;A;1114-08061607;;;;;;;;;7791171002018;FINASTERIN 5MG COM.RE X30;770882.16;494427.95;0;3708.21;498136.16;24;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;20601.16458
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001516;PISONO 5MG COM.RE X30;815334.66;522938.85;0;3922.04;526860.89;18;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29052.15833
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001288;REGULANE CB CAP.BL X20;93013.2;59656.71;0;447.43;60104.14;10;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;5965.671
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001387;CALMADOR CB 50MG CAP.BL X20;68864.6;44168.3;0;331.26;44499.56;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;8833.66
Detalle;FC;A;1114-08061607;;;;;;;;;7791171101193;LIPAREX 40MG COM.RE X30;99774.62;63993.37;0;479.95;64473.32;2;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;31996.685
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000311;CALMADOR 50MG COMPR. X30;581221.2;372783.34;0;2795.88;375579.22;30;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12426.11133
Detalle;FC;A;1114-08061607;;;;;;;;;7791171100493;CALMADOR GOTAS X10ML;64967.52;41668.82;0;312.52;41981.34;6;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;6944.80333
Detalle;FC;A;1114-08061607;;;;;;;;;7791171100882;BIFORT 50MG COM.RE X20;178729.25;114633.24;0;859.75;115492.99;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;22926.648
Detalle;FC;A;1114-08061607;;;;;;;;;7791171102060;CALMADOR 100MG GOTAS X20ML;1325462.88;850124.76;0;6375.94;856500.7;56;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;15180.79929
Detalle;FC;A;1114-08061607;;;;;;;;;7791171002353;LIPAREX 20MG COM.RE X30;226742.75;145428.1;0;1090.71;146518.81;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29085.62
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001738;LUPAN POMADA X10 CANULAS;173177.65;111072.55;0;833.04;111905.59;5;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;22214.51
Detalle;FC;A;1114-08061607;;;;;;;;;7791171101346;CALMADOR PLUS COM.RE X20;217534.2;139521.95;0;1046.41;140568.36;10;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;13952.195
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000410;PISONO 10MG COM.RE X20;68591.82;43993.37;0;329.95;44323.32;2;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;21996.685
Detalle;FC;A;1114-08061607;;;;;;;;;7791171100592;PAUSAFREN T COMPR. X40;357950.56;229582.03;0;1721.87;231303.9;16;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;14348.87688
Detalle;FC;A;1114-08061607;;;;;;;;;7791171101605;LIPAREX PLUS 10 COMPR. X30;84866.79;54431.78;0;408.24;54840.02;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;18143.92667
Detalle;FC;A;1114-08061607;;;;;;;;;7791171100608;CALMADOR GOTAS X20ML;468812.24;300686.52;0;2255.15;302941.67;26;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;11564.86615
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000274;MESOTEROL 20MG COM.RE X30;89643.42;57495.43;0;431.22;57926.65;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;19165.14333
Detalle;FC;A;1114-08061607;;;;;;;;;7791171100929;FOSFOMIK 5MG COMPR. X30;57243.6;36714.87;0;275.36;36990.23;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12238.29
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001417;COX-QUIN 90MG COM.RE X15;159349.36;102203.35;0;766.53;102969.88;8;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12775.41875
Detalle;FC;A;1114-08061607;;;;;;;;;7791171001394;CALMADOR CB 50MG CAP.BL X30;420847.9;269923.05;0;2024.42;271947.47;22;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12269.22955
Detalle;FC;A;1114-08061607;;;;;;;;;7791171100462;CALMADOR COMPR. X20;409194.3;262448.88;0;1968.37;264417.25;30;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;8748.296
Detalle;FC;A;1114-08061607;;;;;;;;;7791171101858;DARIFIN 15MG COM.RE X30;161841;103801.48;0;778.51;104579.99;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;34600.49333
Detalle;FC;A;1114-08061607;;;;;;;;;7791171000311;CALMADOR 50MG COMPR. X30;968702;621305.56;0;4659.79;625965.35;50;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12426.1112
Cabecera;FC;A;1114-08061614;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;260655.36;0;1954.92;262610.28;34;2;;;;;
Detalle;FC;A;1114-08061614;;;;;;;;;7793742002939;DERALBINE CREMA X40G;47811.52;30665.34;0;229.99;30895.33;4;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;7666.335
Detalle;FC;A;1114-08061614;;;;;;;;;7793742002939;DERALBINE CREMA X40G;358586.4;229990.02;0;1724.93;231714.95;30;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;7666.334
Cabecera;FC;A;1114-08061616;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;734869.26;0;5511.52;740380.78;15;1;;;;;
Detalle;FC;A;1114-08061616;;;;;;;;;5000456030182;ATACAND D 16/12.5MG COMPR. X28;1145764.5;734869.26;0;5511.52;740380.78;15;;Eticos;ROFINA SACIF (BIOPAS);Producto Exento;0;48991.284
Cabecera;FC;A;1114-08061626;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;64116.06;0;480.87;64596.93;20;1;;;;;
Detalle;FC;A;1114-08061626;;;;;;;;;7791171000427;REGULANE COMPR. X10;99966;64116.06;0;480.87;64596.93;20;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;3205.803
Cabecera;FC;A;1114-08061627;01/02/2025;C.A.E.A. Nro.: 35045996448201;Fecha de Vencimiento: 15/02/2025;4793126;30-70882226-0;NUEVA VILLA SRL;5;OFERTA TRANSFER ;;;;5277700.99;0;39582.76;5317283.75;955;7;;;;;
Detalle;FC;A;1114-08061627;;;;;;;;;7793640232261;ASPIRINA PREVENT COM.RE X50;5875144.8;3727678.08;0;27957.59;3755635.67;840;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;4437.712
Detalle;FC;A;1114-08061627;;;;;;;;;7793640232254;ASPIRINA PREVENT COM.RE X20;48051.45;30487.93;0;228.66;30716.59;15;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;2032.52867
Detalle;FC;A;1114-08061627;;;;;;;;;7795320050912;YASMIN COM.RE X28;1480852.56;949788.39;0;7123.41;956911.8;44;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;21586.09977
Detalle;FC;A;1114-08061627;;;;;;;;;7795320050431;MIRANOVA GRAGE. X21;130187.4;83499.49;0;626.25;84125.74;20;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;4174.9745
