"Tipo de Registro","Tipo de Comprobante","Número de Comprobante","Código comprob AFIP","Fecha comprobante","CUIT Cliente","Código de Cliente","Importe Neto Gravado","Importe Exento / no gravado","Importe Iva","Importe RG3337","Importe Ing. Bru.","Importe Impuestos Internos","Importe Total","Tipo Cód. AFIP","Autorizacion AFIP","Venc. Autoriz AFIP","CUIT facturador",Sucursal,"Cantidad de Unidades","Cantidad de Lineas","Tipo de Comprobante","Número de Comprobante","Código de Sección",Alimento,"Código Producto",CodBarra,Alfabeta,"Descripción del Producto","Alicuota de IVA %",Cantidad,"Precio Unitario","Precio Publico","Numero Pedido",Concepto,"Base imponible","Alicuota %","Importe retenido",Provincia,"Territorio impositivo"
C,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008
D,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,FAC,A041802156658,NM,N,0008019191,7790416066525,0000000000,,21.00,000060,00000843.6420,00001699.0000,000014829088
D,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,FAC,A041802156658,NM,N,0006300874,7791600037239,0000000000,,21.00,000080,00002059.9800,00003350.0000,000014829088
I,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,,,,,,,,,,,,,,"PERCEPCION CBA                ",000001046892.06,001.50,0015703.38,"CORDOBA                       ",P
C,FAC,A041802156659,01,01042025,30-70882226-0,00107095,000000000000.00,000000582965.11,000000000000.00,000000000000.00,000000008744.48,000000000000.00,000000591709.59,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000300,000003
D,FAC,A041802156659,01,01042025,30-70882226-0,00107095,000000000000.00,000000582965.11,000000000000.00,000000000000.00,000000008744.48,000000000000.00,000000591709.59,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000300,000003,FAC,A041802156659,ME,N,0008125034,7796285289362,0000060369,,00.00,000276,00001566.7850,00004543.6700,000014831342
D,FAC,A041802156659,01,01042025,30-70882226-0,00107095,000000000000.00,000000582965.11,000000000000.00,000000000000.00,000000008744.48,000000000000.00,000000591709.59,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000300,000003,FAC,A041802156659,ME,N,0009999139,7796285286866,0000036157,,00.00,000020,00003179.0934,00004956.6600,000014831342
D,FAC,A041802156659,01,01042025,30-70882226-0,00107095,000000000000.00,000000582965.11,000000000000.00,000000000000.00,000000008744.48,000000000000.00,000000591709.59,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000300,000003,FAC,A041802156659,ME,N,0008028146,7796285200527,0000053217,,00.00,000004,00021737.6450,00037081.8800,000014831342
I,FAC,A041802156659,01,01042025,30-70882226-0,00107095,000000000000.00,000000582965.11,000000000000.00,000000000000.00,000000008744.48,000000000000.00,000000591709.59,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000300,000003,,,,,,,,,,,,,,"PERCEPCION CBA                ",000000582965.11,001.50,0008744.48,"CORDOBA                       ",P
C,FAC,A041802156660,01,01042025,30-70882226-0,00107095,000000000000.00,000000215240.16,000000000000.00,000000000000.00,000000003228.60,000000000000.00,000000218468.76,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000082,000001
D,FAC,A041802156660,01,01042025,30-70882226-0,00107095,000000000000.00,000000215240.16,000000000000.00,000000000000.00,000000003228.60,000000000000.00,000000218468.76,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000082,000001,FAC,A041802156660,ME,N,0008001039,7796285001124,0000038721,,00.00,000082,00002624.8800,00005074.7800,000014831342
I,FAC,A041802156660,01,01042025,30-70882226-0,00107095,000000000000.00,000000215240.16,000000000000.00,000000000000.00,000000003228.60,000000000000.00,000000218468.76,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000082,000001,,,,,,,,,,,,,,"PERCEPCION CBA                ",000000215240.16,001.50,0003228.60,"CORDOBA                       ",P
C,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008013452,7791600065362,0000000000,,21.00,0000-3,00013774.2100,00029600.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0006031148,7791600060473,0000000000,,21.00,000-12,00001900.1100,00003290.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008010437,7791600064457,0000000000,,21.00,000-12,00001752.5200,00003090.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0006039772,7791600040147,0000000000,,21.00,000-12,00003443.5600,00006950.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008123597,7791600292690,0000000000,,21.00,000-12,00003389.7500,00006850.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008000319,7791293048475,0000000000,,21.00,0000-1,00002005.4390,00004497.1800,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008019252,7791600596354,0000000000,,21.00,0000-3,00012103.0800,00025950.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0006300875,7791600037345,0000000000,,21.00,00-400,00002182.9700,00003850.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008012658,7791600603137,0000000000,,21.00,0000-6,00008456.9600,00018150.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008115727,7791600400675,0000000000,,21.00,0000-6,00014837.6600,00031900.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008027782,7791600127237,0000000000,,21.00,000-12,00001629.5400,00002850.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008122676,7791600127350,0000000000,,21.00,0000-6,00004950.1000,00009950.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008031376,7791600057046,0000000000,,21.00,0000-6,00014635.1000,00031450.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008008702,7791600049355,0000000000,,21.00,000-12,00001824.0100,00003690.0000,000000000000
D,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,NCR,A041800090671,NM,N,0008124966,7791293050034,0000000000,,21.00,000-24,00002861.6865,00007758.9300,000000000000
I,NCR,A041800090671,03,03042025,30-70882226-0,00107095,0000-1446058.59,000000000000.00,00000-303672.30,000000-43381.76,000000-21690.88,000000000000.00,0000-1814803.53,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,00-527,000-15,,,,,,,,,,,,,,"PERCEPCION CBA                ",0000-1446058.59,001.50,0-21690.88,"CORDOBA                       ",P
C,NCR,A041800090672,03,03042025,30-70882226-0,00107095,000000-24954.61,000000000000.00,0000000-5240.47,00000000-748.64,00000000-374.32,000000000000.00,000000-31318.04,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,000-19,0000-2
D,NCR,A041800090672,03,03042025,30-70882226-0,00107095,000000-24954.61,000000000000.00,0000000-5240.47,00000000-748.64,00000000-374.32,000000000000.00,000000-31318.04,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,000-19,0000-2,NCR,A041800090672,NM,N,0008020273,7891024183021,0000000000,,21.00,000-18,00001245.8790,00002601.0300,000000000000
D,NCR,A041800090672,03,03042025,30-70882226-0,00107095,000000-24954.61,000000000000.00,0000000-5240.47,00000000-748.64,00000000-374.32,000000000000.00,000000-31318.04,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,000-19,0000-2,NCR,A041800090672,NM,N,0008038861,7509546686639,0000000000,,21.00,0000-1,00002528.7925,00005511.5200,000000000000
I,NCR,A041800090672,03,03042025,30-70882226-0,00107095,000000-24954.61,000000000000.00,0000000-5240.47,00000000-748.64,00000000-374.32,000000000000.00,000000-31318.04,C.A.E.A.,35131911876148,03042025,30-51696843-1,11,000-19,0000-2,,,,,,,,,,,,,,"PERCEPCION CBA                ",000000-24954.61,001.50,000-374.32,"CORDOBA                       ",P
C,NCR,A041800091085,03,08042025,30-70882226-0,00107095,000000-56037.42,000000000000.00,000000-11767.86,0000000-1681.12,00000000-840.56,000000000000.00,000000-70326.96,C.A.E.A.,35131911876148,08042025,30-51696843-1,11,0000-6,0000-1
D,NCR,A041800091085,03,08042025,30-70882226-0,00107095,000000-56037.42,000000000000.00,000000-11767.86,0000000-1681.12,00000000-840.56,000000000000.00,000000-70326.96,C.A.E.A.,35131911876148,08042025,30-51696843-1,11,0000-6,0000-1,NCR,A041800091085,NM,N,0006031330,7509552948110,0000000000,,21.00,0000-6,00009339.5700,00016190.0000,000000000000
I,NCR,A041800091085,03,08042025,30-70882226-0,00107095,000000-56037.42,000000000000.00,000000-11767.86,0000000-1681.12,00000000-840.56,000000000000.00,000000-70326.96,C.A.E.A.,35131911876148,08042025,30-51696843-1,11,0000-6,0000-1,,,,,,,,,,,,,,"PERCEPCION CBA                ",000000-56037.42,001.50,000-840.56,"CORDOBA                       ",P
C,FAC,A041802167246,01,08042025,30-70882226-0,00107095,000000000000.00,000000178491.84,000000000000.00,000000000000.00,000000002677.38,000000000000.00,000000181169.22,C.A.E.A.,35131911876148,08042025,30-51696843-1,11,000068,000001
D,FAC,A041802167246,01,08042025,30-70882226-0,00107095,000000000000.00,000000178491.84,000000000000.00,000000000000.00,000000002677.38,000000000000.00,000000181169.22,C.A.E.A.,35131911876148,08042025,30-51696843-1,11,000068,000001,FAC,A041802167246,ME,N,0008001039,7796285001124,0000038721,,00.00,000068,00002624.8800,00005074.7800,000014857044
I,FAC,A041802167246,01,08042025,30-70882226-0,00107095,000000000000.00,000000178491.84,000000000000.00,000000000000.00,000000002677.38,000000000000.00,000000181169.22,C.A.E.A.,35131911876148,08042025,30-51696843-1,11,000068,000001,,,,,,,,,,,,,,"PERCEPCION CBA                ",000000178491.84,001.50,0002677.38,"CORDOBA                       ",P
